#hg17.kgXref.kgID	hg17.kgXref.geneSymbol	hg17.knownToLocusLink.value
NM_144682	FLJ31952	146857
NM_144683	MGC23280	147015
NM_144684	ZNF480	147657
NM_144685	HIPK4	147746
NM_144686	TMC4	147798
NM_144687	NALP12	91662
NM_144689	ZNF420	147923
NM_144690	ZNF582	147948
NM_144691	CAPN12	147968
NM_144692	LOC148137	148137
NM_144693	ZNF558	148156
NM_144694	ZNF570	148268
NM_144695	C1orf58	148362
NM_144696	DKFZp686H1423	126859
NM_144697	C1orf51	148523
NM_144698	ANKRD35	148741
NM_144699	ATP1A4	480
NM_144701	IL23R	149233
NM_144702	C1orf92	149499
NM_144703	FAM61B	149986
NM_144704	AIFL	150209
NM_144705	MGC27019	150483
NM_144706	C2orf15	150590
NM_144707	PROM2	150696
NM_144709	FLJ32312	150962
NM_144710	SEPT10	151011
NM_144711	KLHL23	151230
NM_144712	SLC23A3	151295
NM_144713	FLJ32954	151393
NM_144715	EFHB	151651
NM_144716	CCDC12	151903
NM_144717	FNDC6	152028
NM_144718	LOC152185	152185
NM_144719	CCDC13	152206
NM_144720	MARLIN1	152789
NM_144721	THAP6	152815
NM_144722	FLJ23577	79925
NM_144723	ZMAT2	153527
NM_144724	MARVELD2	153562
NM_144726	FLJ31951	153830
NM_144727	CRYGN	155051
NM_144728	DUSP10	11221
NM_144732	HNRPUL1	11100
NM_144733	HNRPUL1	11100
NM_144736	PRO1853	55471
NM_144767	AKAP13	11214
NM_144769	FOXI1	2299
NM_144770	RBM11	54033
NM_144772	APOA1BP	128240
NM_144773	GPR73L1	128674
NM_144775	SMCR8	140775
NM_144777	SCEL	8796
NM_144778	MBNL2	10150
NM_144779	FXYD5	53827
NM_144781	PDCD2	5134
NM_144782	CRAT	1384
NM_144947	KLK11	11012
NM_144949	SOCS5	9655
NM_144956	PRSS21	10942
NM_144957	PRSS21	10942
NM_144963	FLJ23790	157769
NM_144965	TTC16	158248
NM_144966	FREM1	158326
NM_144967	FLJ30058	158763
NM_144968	RIBC1	158787
NM_144969	ZDHHC15	158866
NM_144970	CXorf38	159013
NM_144972	LDHAL6A	160287
NM_144973	MGC24039	160518
NM_144974	FLJ31846	160857
NM_144975	MGC19764	162394
NM_144976	ZNF564	163050
NM_144977	FAM31B	163486
NM_144978	FLJ32745	165055
NM_144979	MGC27016	166863
NM_144980	C6orf118	168090
NM_144981	FLJ25059	196294
NM_144982	MGC23401	196441
NM_144984	C10orf72	196740
NM_144985	CDH24	64403
NM_144987	U2AF1L3	199746
NM_144988	MGC19780	199857
NM_144991	C21orf29	54084
NM_144994	ANKRD23	200539
NM_144995	DHX57	90957
NM_144997	FLCN	201163
NM_144998	STRA13	201254
NM_144999	LRRC45	201255
NM_145000	FLJ25422	202151
NM_145001	STK32A	202374
NM_145003	FLJ31164	203062
NM_145004	ADAM32	203102
NM_145005	C9orf72	203228
NM_145006	SUSD3	203328
NM_145007	NALP11	204801
NM_145008	YPEL4	219539
NM_145010	C10orf63	219670
NM_145011	ZNF25	219749
NM_145012	C10orf9	219771
NM_145013	MGC35558	219833
NM_145015	MRGPRF	219928
NM_145016	BXMAS2-10	219970
NM_145017	FLJ32771	220004
NM_145018	FLJ25416	220042
NM_145019	FLJ30707	220108
NM_145020	CCDC11	220136
NM_145023	CCDC7	221016
NM_145024	FLJ31547	221223
NM_145025	C6orf199	221264
NM_145026	SPATS1	221409
NM_145027	C6orf102	221458
NM_145028	C6orf81	221481
NM_145029	C6orf136	221545
NM_145030	MGC22793	221908
NM_145032	FBXL13	222235
NM_145033	C21orf100	118421
NM_145034	LOC163590	163590
NM_145035	ADMP	165679
NM_145036	MGC33887	201134
NM_145037	FAM55C	91775
NM_145038	MGC16372	92749
NM_145039	MGC16385	92806
NM_145040	PRKCDBP	112464
NM_145041	MGC20235	113277
NM_145042	MGC16703	113691
NM_145043	NEIL2	252969
NM_145044	ZNF501	115560
NM_145045	MGC20983	115948
NM_145046	CALR3	125972
NM_145047	NOR1	127700
NM_145048	MGC29898	133015
NM_145049	MGC10067	134510
NM_145051	RNF183	138065
NM_145052	RP11-311P8.3	139596
NM_145053	MGC20470	143630
NM_145054	wdr16	146845
NM_145055	C18orf25	147339
NM_145056	MGC15476	147906
NM_145057	CDC42EP5	148170
NM_145058	MGC7036	196383
NM_145059	FUK	197258
NM_145060	C18orf24	220134
NM_145061	C13orf3	221150
NM_145062	C6orf113	221302
NM_145063	C6orf130	221443
NM_145064	STAC3	246329
NM_145065	MGC35521	246330
NM_145068	TRPV3	162514
NM_145071	CISH	1154
NM_145074	PRSS25	27429
NM_145080	NSMCE1	197370
NM_145109	MAP2K3	5606
NM_145111	DKFZp727G131	221786
NM_145112	MAX	4149
NM_145113	MAX	4149
NM_145114	MAX	4149
NM_145116	MAX	4149
NM_145117	NAV2	89797
NM_145119	PJA1	64219
NM_145159	JAG2	3714
NM_145160	MAP2K5	5607
NM_145161	MAP2K5	5607
NM_145165	CHURC1	91612
NM_145166	ZNF651	92999
NM_145167	PIGM	93183
NM_145169	C6orf83	113402
NM_145170	TTC18	118491
NM_145172	WDR63	126820
NM_145173	DIRAS1	148252
NM_145174	DNAJB7	150353
NM_145175	NSE1	151354
NM_145176	SLC2A12	154091
NM_145178	ATOH7	220202
NM_145179	C21orf93	246704
NM_145180	C21orf94	246705
NM_145182	PYCARD	29108
NM_145183	PYCARD	29108
NM_145185	MAP2K7	5609
NM_145186	ABCC11	85320
NM_145188	ABCC12	94160
NM_145189	ABCC12	94160
NM_145197	LIPT1	51601
NM_145200	CABP4	57010
NM_145201	PP3856	93100
NM_145202	PRAP1	118471
NM_145203	CSNK1A1L	122011
NM_145204	SENP8	123228
NM_145205	LOC127540	127540
NM_145206	VTI1A	143187
NM_145207	SPATA5	166378
NM_145208	MBD3L1	85509
NM_145212	MRPL30	51263
NM_145214	TRIM11	81559
NM_145230	ATP6V0E2L	155066
NM_145231	C14orf143	90141
NM_145232	LOC90353	90353
NM_145233	ZNF625	90589
NM_145234	CHRDL1	91851
NM_145235	FANK1	92565
NM_145236	B3GNT7	93010
NM_145237	LOC94431	94431
NM_145238	ZNF31	7579
NM_145239	LOC112476	112476
NM_145241	WDR31	114987
NM_145243	OMA1	115209
NM_145244	DDIT4L	115265
NM_145245	EVI5L	115704
NM_145246	C10orf4	118924
NM_145247	C10orf78	119392
NM_145248	LOC122258	122258
NM_145250	RNASE11	122651
NM_145251	STYX	6815
NM_145252	LOC124220	124220
NM_145253	LOC124402	124402
NM_145254	LOC124491	124491
NM_145255	MRPL10	124995
NM_145256	LRRC25	126364
NM_145257	LOC126731	126731
NM_145258	LRRC44	127255
NM_145259	ACVR1C	130399
NM_145260	OSR1	130497
NM_145261	TIM14	131118
NM_145262	GLYCTK	132158
NM_145263	SPATA18	132671
NM_145265	LOC133957	133957
NM_145266	NUDCD2	134492
NM_145267	C6orf57	135154
NM_145268	LOC136263	136263
NM_145270	LOC146325	146325
NM_145271	ZNF688	146542
NM_145273	CD300LG	146894
NM_145275	KLC2L	147700
NM_145276	ZNF563	147837
NM_145277	HFE2	148738
NM_145278	RP11-978I15.8	148823
NM_145279	MOBKL2C	148932
NM_145280	LOC151194	151194
NM_145282	LOC153328	153328
NM_145283	C9orf121	158046
NM_145284	LOC159090	159090
NM_145285	NKX2-3	159296
NM_145286	STOML3	161003
NM_145287	ZNF519	162655
NM_145288	ZNF342	162979
NM_145290	GPR125	166647
NM_145291	ZNF509	166793
NM_145292	GALNTL5	168391
NM_145293	LOC196549	196549
NM_145295	ZNF627	199692
NM_145296	IGSF4C	199731
NM_145297	ZNF626	199777
NM_145298	APOBEC3F	200316
NM_145299	LOC200383	200383
NM_145301	LOC201158	201158
NM_145303	LOC202459	202459
NM_145304	C7orf33	202865
NM_145305	LOC203427	203427
NM_145306	C10orf35	219738
NM_145307	PLEKHK1	219790
NM_145308	LOC220070	220070
NM_145309	LRRC51	220074
NM_145312	ZNF485	220992
NM_145313	RASGEF1A	221002
NM_145315	LACE1	246269
NM_145316	C6orf128	221468
NM_145320	OSBPL3	26031
NM_145321	OSBPL3	26031
NM_145322	OSBPL3	26031
NM_145323	OSBPL3	26031
NM_145324	OSBPL3	26031
NM_145326	LOC115648	115648
NM_145328	C21orf66	94104
NM_145330	MRPL33	9553
NM_145331	MAP3K7	6885
NM_145332	MAP3K7	6885
NM_145333	MAP3K7	6885
NM_145341	PDCD4	27250
NM_145342	MAP3K7IP2	23118
NM_145343	APOL1	8542
NM_145345	SOC	91544
NM_145347	KREMEN2	79412
NM_145348	KREMEN2	79412
NM_145349	SCARF1	8578
NM_145350	SCARF1	8578
NM_145351	SCARF1	8578
NM_145352	SCARF1	8578
NM_145637	APOL2	23780
NM_145638	OSBPL5	114879
NM_145640	APOL3	80833
NM_145641	APOL3	80833
NM_145644	MRPL35	51318
NM_145645	WBSCR20B	155400
NM_145646	DHX57	90957
NM_145647	WDR67	93594
NM_145648	SLC15A4	121260
NM_145649	GCNT2	2651
NM_145650	MUC15	143662
NM_145651	SCGB1C1	147199
NM_145652	WFDC5	149708
NM_145653	TCEB3C	162699
NM_145654	RAD52B	201299
NM_145655	GCNT2	2651
NM_145657	GSH1	219409
NM_145658	SPESP1	246777
NM_145659	IL27	246778
NM_145662	SPANXA2	64650
NM_145663	DRF1	80174
NM_145665	SPANXE	171489
NM_145685	BRF1	2972
NM_145686	MAP4K4	9448
NM_145687	MAP4K4	9448
NM_145689	APBB1	322
NM_145690	YWHAZ	7534
NM_145691	ATPAF2	91647
NM_145693	LPIN1	23175
NM_145695	DGKB	1607
NM_145696	BRF1	2972
NM_145697	CDCA1	83540
NM_145698	ACBD5	91452
NM_145699	APOBEC3A	200315
NM_145702	TIGD1	200765
NM_145714	ATXN2L	11273
NM_145716	SSBP3	23648
NM_145719	TIGD3	220359
NM_145720	TIGD4	201798
NM_145725	TRAF3	7187
NM_145729	MRPL24	79590
NM_145730	AP1B1	162
NM_145731	SYNGR1	9145
NM_145733	SEPT3	55964
NM_145734	SEPT3	55964
NM_145735	ARHGEF7	8874
NM_145738	SYNGR1	9145
NM_145739	OSBPL6	114880
NM_145740	GSTA1	2938
NM_145747	TXNRD2	10587
NM_145748	TXNRD2	10587
NM_145751	TRAF4	9618
NM_145753	PHLDB2	90102
NM_145754	KIFC2	90990
NM_145755	TTC21A	199223
NM_145756	ZNF396	252884
NM_145762	GFRA4	64096
NM_145763	GFRA4	64096
NM_145791	MGST1	4257
NM_145794	DONSON	29980
NM_145795	DONSON	29980
NM_145796	POGZ	23126
NM_145798	OSBPL7	114881
NM_145799	SEPT6	23157
NM_145802	SEPT6	23157
NM_145803	TRAF6	7189
NM_145804	ABTB2	25841
NM_145805	ISL2	64843
NM_145806	ZNF511	118472
NM_145807	LOC126147	126147
NM_145808	MTPN	136319
NM_145810	CDCA7	83879
NM_145811	CACNG5	27091
NM_145812	PDCD8	9131
NM_145813	PDCD8	9131
NM_145814	CACNG6	59285
NM_145818	COG4	25839
NM_145861	EDARADD	128178
NM_145862	CHEK2	11200
NM_145864	KLK3	354
NM_145867	LTC4S	4056
NM_145869	ANXA11	311
NM_145870	GSTZ1	2954
NM_145872	ASB4	51666
NM_145886	LRDD	55367
NM_145887	LRDD	55367
NM_145891	A2BP1	54715
NM_145892	A2BP1	54715
NM_145893	A2BP1	54715
NM_145894	KLK12	43849
NM_145895	KLK12	43849
NM_145896	PFDN5	5204
NM_145897	PFDN5	5204
NM_145898	CCL23	6368
NM_145899	HMGA1	3159
NM_145906	RIOK3	8780
NM_145909	ZNF323	64288
NM_145910	NEK11	79858
NM_145911	ZNF23	7571
NM_145912	NFAM1	150372
NM_145913	SLC5A8	160728
NM_145914	ZNF38	7589
NM_146388	MRPL4	51073
NM_146421	GSTM1	2944
NM_147127	EVC2	132884
NM_147128	ZNRF2	223082
NM_147129	ALS2CL	259173
NM_147130	NCR3	259197
NM_147131	GALT	2592
NM_147132	GALT	2592
NM_147133	NFX1	4799
NM_147134	NFX1	4799
NM_147147	BVES	11149
NM_147148	GSTM4	2948
NM_147150	PALM2-AKAP2	445815
NM_147152	ITSN2	50618
NM_147156	TMEM23	259230
NM_147157	OPRS1	10280
NM_147159	OPRS1	10280
NM_147161	THEA	26027
NM_147162	IL11RA	3590
NM_147164	CNTFR	1271
NM_147166	AKAP9	10142
NM_147168	C9orf24	84688
NM_147169	C9orf24	84688
NM_147171	AKAP9	10142
NM_147180	PPP3R2	5535
NM_147182	KCNIP4	80333
NM_147183	KCNIP4	80333
NM_147185	AKAP9	10142
NM_147187	TNFRSF10B	8795
NM_147188	FBXO22	26263
NM_147189	MGC39325	90362
NM_147190	LASS5	91012
NM_147191	MMP21	118856
NM_147192	DMBX1	127343
NM_147193	GLIS1	148979
NM_147194	MGC35361	222234
NM_147195	FLJ35740	253650
NM_147196	TMIE	259236
NM_147197	WFDC11	259239
NM_147198	WFDC9	259240
NM_147199	MRGPRX1	259249
NM_147200	TRAF3IP2	10758
NM_147202	C9orf25	203259
NM_147204	TRPV4	59341
NM_147223	NCOA1	8648
NM_147233	NCOA1	8648
NM_147686	TRAF3IP2	10758
NM_147777	SNX15	29907
NM_147780	CTSB	1508
NM_148169	FBXO17	115290
NM_148170	CTSC	1075
NM_148171	UBAP2	55833
NM_148172	PEMT	10400
NM_148175	PPIL2	23759
NM_148176	PPIL2	23759
NM_148177	FBXO32	114907
NM_148179	C9orf23	138716
NM_148414	ATXN2L	11273
NM_148415	ATXN2L	11273
NM_148416	ATXN2L	11273
NM_148675	DSCR9	257203
NM_148842	WBSCR16	81554
NM_148887	MRPL10	124995
NM_148888	CCL25	6370
NM_148894	FAM44A	259282
NM_148897	SDR-O	121214
NM_148898	FOXP2	93986
NM_148901	TNFRSF18	8784
NM_148903	GREB1	9687
NM_148904	OSBPL9	114883
NM_148906	OSBPL9	114883
NM_148907	OSBPL9	114883
NM_148908	OSBPL9	114883
NM_148909	OSBPL9	114883
NM_148910	TIRAP	114609
NM_148911	CHRFAM7A	89832
NM_148912	ABHD11	83451
NM_148913	ABHD11	83451
NM_148914	ABHD11	83451
NM_148916	ABHD11	83451
NM_148918	SHMT1	6470
NM_148919	PSMB8	5696
NM_148920	PIGQ	9091
NM_148921	EPN2	22905
NM_148923	CYB5	1528
NM_148936	WBSCR20C	260294
NM_148954	PSMB9	5698
NM_148955	SNX1	6642
NM_148956	NSUN5	55695
NM_148957	TNFRSF19	55504
NM_148959	HUS1B	135458
NM_148960	CLDN19	149461
NM_148961	OTOS	150677
NM_148962	OXER1	165140
NM_148963	GPRC6A	222545
NM_148964	CTSE	1510
NM_148965	TNFRSF25	8718
NM_148966	TNFRSF25	8718
NM_148967	TNFRSF25	8718
NM_148968	TNFRSF25	8718
NM_148969	TNFRSF25	8718
NM_148970	TNFRSF25	8718
NM_148971	TNFRSF25	8718
NM_148972	TNFRSF25	8718
NM_148973	TNFRSF25	8718
NM_148974	TNFRSF25	8718
NM_148975	MS4A4A	51338
NM_148976	PSMA1	5682
NM_148977	PANK1	53354
NM_148978	PANK1	53354
NM_148979	CTSH	1512
NM_148980	WBSCR20C	260294
NM_149379	WBSCR20C	260294
NM_152132	PSMA3	5684
NM_152133	TAGAP	117289
NM_152221	CSNK1E	1454
NM_152223	PPEF1	5475
NM_152224	PPEF1	5475
NM_152225	PPEF1	5475
NM_152226	PPEF1	5475
NM_152227	SNX5	27131
NM_152230	IPMK	253430
NM_152232	TAS1R2	80834
NM_152233	SNX6	58533
NM_152237	GAS2L1	10634
NM_152238	SNX7	51375
NM_152243	CDC42EP1	11135
NM_152244	SNX11	29916
NM_152250	DEFB105A	245908
NM_152251	DEFB106A	245909
NM_152255	PSMA7	5688
NM_152259	MGC45866	90381
NM_152260	RPUSD2	27079
NM_152261	MGC17943	90488
NM_152262	ZNF439	90594
NM_152263	TPM3	7170
NM_152264	SLC39A13	91252
NM_152265	BTF3L4	91408
NM_152266	MGC32020	91442
NM_152267	RNF185	91445
NM_152268	DKFZp727A071	25973
NM_152269	FLJ38663	91574
NM_152270	FLJ34922	91607
NM_152271	FLJ23749	91694
NM_152272	CHMP7	91782
NM_152274	FAM58A	92002
NM_152275	FLJ13946	92104
NM_152277	DC-UbP	92181
NM_152278	TCEAL7	56849
NM_152279	ZNF585B	92285
NM_152280	SYT11	23208
NM_152281	SCYL1BP1	92344
NM_152282	ACPL2	92370
NM_152284	CHMP4C	92421
NM_152285	ARRDC1	92714
NM_152286	C9orf111	375775
NM_152287	ZFP276	92822
NM_152288	MGC13024	93129
NM_152289	ZNF561	93134
NM_152290	MGC35194	93190
NM_152291	MUC7	4589
NM_152292	RG9MTD2	93587
NM_152295	TARS	6897
NM_152296	ATP1A3	478
NM_152298	NASP	4678
NM_152299	384D8-2	29781
NM_152300	DDX52	11056
NM_152301	MRFAP1L1	114932
NM_152302	C20orf158	85362
NM_152303	ZNF554	115196
NM_152304	MGC45806	115273
NM_152305	MDS010	56983
NM_152306	UHRF2	115426
NM_152307	C14orf172	115708
NM_152308	MGC24665	116028
NM_152309	PIK3AP1	118788
NM_152310	ELOVL3	83401
NM_152311	MGC32871	119467
NM_152312	GYLTL1B	120071
NM_152313	SLC36A4	120103
NM_152314	MGC34830	120196
NM_152315	FAM55A	120400
NM_152316	FLJ38968	120534
NM_152317	DEPDC4	120863
NM_152319	MGC35033	121273
NM_152320	ZNF641	121274
NM_152321	FLJ32115	121506
NM_152322	BTBD11	121551
NM_152323	SPIC	121599
NM_152324	MGC35169	121793
NM_152325	MGC40178	122046
NM_152326	ANKRD9	122416
NM_152327	AK7	122481
NM_152328	ADSSL1	122622
NM_152329	PPIL5	122769
NM_152330	C14orf31	122786
NM_152331	PTE2B	122970
NM_152332	MTAC2D1	123036
NM_152334	TARSL2	123283
NM_152335	C15orf27	123591
NM_152336	FLJ32310	123624
NM_152337	C16orf46	123775
NM_152338	ZG16	123887
NM_152339	MGC26885	124044
NM_152340	FLJ39075	124216
NM_152341	PAQR4	124222
NM_152342	CDYL2	124359
NM_152343	FLJ25414	124783
NM_152344	FLJ30656	124801
NM_152345	FLJ25555	124930
NM_152346	SLC43A2	124935
NM_152347	FLJ40342	124989
NM_152348	FLJ33817	124997
NM_152349	MGC45562	125113
NM_152350	MGC40157	125144
NM_152351	SLC5A10	125206
NM_152352	C18orf19	125228
NM_152353	MGC33839	125875
NM_152354	ZNF285	26974
NM_152355	ZNF441	126068
NM_152356	ZNF491	126069
NM_152357	ZNF440	126070
NM_152358	SCRL	126123
NM_152359	CPT1C	126129
NM_152360	ZNF573	126231
NM_152361	FLJ38944	126272
NM_152362	TNFAIP8L1	126282
NM_152363	ANKRD41	126549
NM_152365	FLJ34633	126695
NM_152366	KARCA1	126823
NM_152367	FLJ38716	126868
NM_152369	MGC45474	126969
NM_152371	MGC26818	127281
NM_152373	ZNF684	127396
NM_152374	FLJ38984	127703
NM_152375	FLJ38753	127707
NM_152376	UBXD3	127733
NM_152377	C1orf87	127795
NM_152379	DKFZp547B1713	128061
NM_152380	TBX15	6913
NM_152381	CMYA3	129446
NM_152382	FLJ37953	129450
NM_152383	MGC42174	129563
NM_152384	BBS5	129880
NM_152385	FLJ31438	130162
NM_152386	SGPP2	130367
NM_152387	KCTD18	130535
NM_152389	MGC35338	130619
NM_152390	MGC33926	130733
NM_152391	C2orf22	130814
NM_152392	AHSA2	130872
NM_152393	KBTBD5	131377
NM_152394	MGC39662	131831
NM_152395	NUDT16	131870
NM_152397	IQCF1	132141
NM_152398	OCIAD2	132299
NM_152399	FLJ30834	132332
NM_152400	FLJ39370	132720
NM_152401	PDCL2	132954
NM_152402	TRAM1L1	133022
NM_152403	FLJ39155	133584
NM_152404	FLJ34658	133688
NM_152405	JMY	133746
NM_152406	FLJ36748	134265
NM_152407	GRPEL2	134266
NM_152408	FLJ35779	134359
NM_152409	FLJ37562	134553
NM_152410	PACRG	135138
NM_152411	DKFZp762I137	136051
NM_152412	ZNF572	137209
NM_152414	BHLHB5	27319
NM_152415	FLJ32642	137492
NM_152416	MGC40214	137682
NM_152417	FLJ32370	137695
NM_152418	WDR21C	138009
NM_152420	C9orf41	138199
NM_152421	MGC20262	138311
NM_152422	PTPDC1	138639
NM_152425	FLJ40249	139804
NM_152428	FRMPD2	143162
NM_152429	C10orf13	143282
NM_152430	OR51E1	143503
NM_152431	PIWIL4	143689
NM_152433	KBTBD3	143879
NM_152434	CWF19L2	143884
NM_152435	MGC35366	144193
NM_152436	MGC39497	144321
NM_152437	ZNF664	144348
NM_152440	FLJ32549	144577
NM_152441	FBXL14	144699
NM_152442	RAD9B	144715
NM_152443	RDH12	145226
NM_152444	ZADH1	145482
NM_152445	C14orf44	145483
NM_152447	LRFN5	145581
NM_152448	MGC33951	145645
NM_152449	FLJ33008	145748
NM_152450	MGC26690	145773
NM_152451	Gup1	145781
NM_152453	MGC35118	145942
NM_152455	ZNF690	146050
NM_152456	MGC34647	146433
NM_152457	ZNF597	146434
NM_152458	FLJ32130	146540
NM_152459	MGC45438	146556
NM_152460	FLJ31882	146723
NM_152462	AMAC1	146861
NM_152463	EME1	146956
NM_152464	C17orf32	147007
NM_152465	PROCA1	147011
NM_152468	EVER2	147138
NM_152470	C18orf23	147341
NM_152472	ZNF578	147660
NM_152474	C19orf18	147685
NM_152475	ZNF417	147687
NM_152476	ZNF560	147741
NM_152478	ZNF583	147949
NM_152479	MGC33962	148014
NM_152480	C19orf23	148046
NM_152481	FLJ25660	148109
NM_152482	C19orf25	148223
NM_152483	FLJ25328	148231
NM_152484	ZNF569	148266
NM_152485	C1orf74	148304
NM_152486	SAMD11	148398
NM_152487	FLJ31842	148534
NM_152488	FLJ32833	148545
NM_152489	UBE2U	148581
NM_152490	B3GALNT2	148789
NM_152491	FLJ32569	148811
NM_152492	FLJ32825	148870
NM_152493	FLJ25476	149076
NM_152494	DCST1	149095
NM_152495	CNIH3	149111
NM_152496	MANEAL	149175
NM_152497	FLJ32206	149421
NM_152498	WDR65	149465
NM_152499	MGC45441	149473
NM_152500	CCDC17	149483
NM_152501	PYHIN1	149628
NM_152504	FLJ25067	149840
NM_152505	C21orf13	150082
NM_152506	C21orf129	150135
NM_152507	C21orf128	150147
NM_152509	FLJ31568	150244
NM_152510	HORMAD2	150280
NM_152511	DUSP18	150290
NM_152512	FLJ25421	150350
NM_152515	FLJ40629	150468
NM_152516	COMMD1	150684
NM_152519	FLJ23861	151050
NM_152520	ZNF533	151126
NM_152522	ARL6IP6	151188
NM_152523	FLJ40432	151195
NM_152524	SGOL2	151246
NM_152525	ALS2CR11	151254
NM_152526	ALS2CR19	117583
NM_152527	SLC16A14	151473
NM_152528	WDSUB1	151525
NM_152529	GPR155	151556
NM_152531	C3orf21	152002
NM_152533	C3orf22	152065
NM_152534	NEK10	152110
NM_152536	FGD5	152273
NM_152538	IGSF11	152404
NM_152539	FLJ32859	152405
NM_152540	SCFD2	152579
NM_152542	PPM1K	152926
NM_152544	FLJ35725	152992
NM_152545	RASGEF1B	153020
NM_152547	BTNL9	153579
NM_152548	FLJ25333	153643
NM_152549	MGC39633	153733
NM_152550	SH3RF2	153769
NM_152551	C6orf151	154007
NM_152552	SAMD3	154075
NM_152553	IBRDC1	154214
NM_152554	C6orf195	154386
NM_152557	FLJ31413	155061
NM_152558	IQCE	23288
NM_152559	WBSCR27	155368
NM_152562	CDCA2	157313
NM_152563	FLJ10661	55199
NM_152564	VPS13B	157680
NM_152565	ATP6V0D2	245972
NM_152568	FLJ25169	157848
NM_152569	C9orf66	157983
NM_152570	FLJ31810	158038
NM_152571	FLJ36779	158055
NM_152572	C9orf98	158067
NM_152573	RASEF	158158
NM_152574	C9orf52	158219
NM_152577	ZNF645	158506
NM_152578	FMR1NB	158521
NM_152579	FLJ38564	158677
NM_152581	MOSPD2	158747
NM_152582	CT45-2	158852
NM_152583	ARMCX4	158947
NM_152584	HSFY1	86614
NM_152585	RBMY1F	159163
NM_152586	USP54	159195
NM_152587	MGC33948	160140
NM_152588	DKFZp762A217	160335
NM_152589	FLJ35821	160419
NM_152590	FLJ36004	160492
NM_152591	FLJ35843	160762
NM_152592	C14orf49	161176
NM_152595	PGBD4	161779
NM_152596	MGC33637	161829
NM_152597	FSIP1	161835
NM_152598	FLJ35757	162333
NM_152599	FLJ35773	162387
NM_152600	ZNF579	163033
NM_152601	FLJ38281	163051
NM_152602	ZNF433	163059
NM_152603	ZNF567	163081
NM_152604	ZNF383	163087
NM_152605	FLJ37549	163115
NM_152606	ZNF540	163255
NM_152607	FLJ40201	163747
NM_152608	C1orf55	163859
NM_152609	C1orf71	163882
NM_152610	C1orf65	164127
NM_152611	C20orf75	164312
NM_152612	FLJ36046	164592
NM_152613	MGC26816	164684
NM_152614	MGC35154	165100
NM_152615	PARP15	165631
NM_152616	TRIM42	287015
NM_152617	RNF168	165918
NM_152618	FLJ35630	166379
NM_152619	DCAMKL2	166614
NM_152620	TRIM60	166655
NM_152621	MGC26963	166929
NM_152622	FLJ35954	166968
NM_152623	FLJ37927	166979
NM_152624	DCP2	167227
NM_152625	ZNF366	167465
NM_152626	ZNF92	168374
NM_152628	MGC39715	169166
NM_152629	GLIS3	169792
NM_152630	FAM46D	169966
NM_152631	FAM47B	170062
NM_152632	CXorf22	170063
NM_152633	FANCB	2187
NM_152635	OIT3	170392
NM_152636	METT5D1	196074
NM_152637	MGC17301	196410
NM_152638	C12orf12	196477
NM_152640	DCP1B	196513
NM_152641	ARID2	196528
NM_152643	KNDC1	85442
NM_152644	FAM24B	196792
NM_152647	FLJ32800	196951
NM_152649	MLKL	197259
NM_152652	ZNF553	197407
NM_152654	DAND5	199699
NM_152655	ZNF585A	199704
NM_152657	GGN	199720
NM_152658	THAP8	199745
NM_152660	MGC34648	199870
NM_152663	RALGPS2	55103
NM_152665	FLJ40873	200132
NM_152666	PLD5	200150
NM_152667	HDHD4	140838
NM_152670	FLJ25369	200523
NM_152671	PIP5K3	200576
NM_152672	OSTalpha	200931
NM_152675	FLJ23754	201252
NM_152676	FBXO15	201456
NM_152677	ZSCAN4	201516
NM_152678	FLJ34969	201627
NM_152679	SLC10A4	201780
NM_152680	FLJ32028	201799
NM_152681	FLJ38482	201931
NM_152684	FLJ39653	202020
NM_152685	SLC23A1	9963
NM_152686	MGC29463	202052
NM_152687	FLJ33641	202309
NM_152688	KHDRBS2	202559
NM_152689	MGC9712	202915
NM_152690	DPM2	8818
NM_152692	C1GALT1C1	29071
NM_152693	CXorf50	203429
NM_152694	ZCCHC5	203430
NM_152695	ZNF449	203523
NM_152696	HIPK1	204851
NM_152697	MGC34032	204962
NM_152698	FLJ38377	205147
NM_152699	SENP5	205564
NM_152703	SAMD9L	219285
NM_152704	FLJ25477	219287
NM_152705	MGC9850	219404
NM_152706	MGC26647	219557
NM_152707	SLC25A16	8034
NM_152709	STOX1	219736
NM_152710	C10orf27	219793
NM_152713	ITM1	3703
NM_152715	LRRC35	219899
NM_152716	FLJ36874	219988
NM_152717	MGC35295	219995
NM_152718	FLJ32009	220001
NM_152719	NURIT	220082
NM_152721	DOK6	220164
NM_152722	FLJ25530	220296
NM_152723	FLJ38159	220388
NM_152724	RSU1	6251
NM_152725	SLC39A12	221074
NM_152726	EFHA1	221154
NM_152727	CPNE2	221184
NM_152728	C18orf20	221241
NM_152729	NT5C2L1	221294
NM_152731	C6orf65	221336
NM_152732	C6orf206	221421
NM_152733	BTBD9	114781
NM_152734	C6orf89	221477
NM_152735	ZBTB9	221504
NM_152736	ZNF187	7741
NM_152737	RNF182	221687
NM_152738	MGC40222	221718
NM_152739	HOXA9	3205
NM_152740	HIBADH	11112
NM_152742	GPC2	221914
NM_152743	C7orf27	221927
NM_152744	SDK1	221935
NM_152745	NXPH1	30010
NM_152748	KIAA1324L	222223
NM_152749	ATXN7L4	222255
